,Tag,Message_stop,Message_length_stop,Number_count
4755,0,Don't make life stressfull.. Always find time Laugh.. It may add years Life! But surely adds life ur years!! Gud ni8..swt dreams..,130,1
4756,0,"hey, looks like I wrong one kappa guys numbers still phone, want I text see he's around",87,0
4757,1,URGENT! Your Mobile number awarded å£2000 prize GUARANTEED. Call 09061790121 land line. Claim 3030. Valid 12hrs 150ppm,118,24
4758,1,Thanks 4 continued support Your question week enter u in2 draw 4 å£100 cash. Name NEW US President? txt ans 80082,113,11
4759,0,I'm home. Doc gave pain meds says everything fine.,50,0
4760,0,It's Ì© $140 ard...Ìä rest ard $180 least...Which Ì© price 4 Ì© 2 bedrm ($900),78,11
4761,0,Me too! Have lovely night xxx,29,0
4762,0,Prepare pleasured :),20,0
4763,0,Hi.:)technical support.providing assistance us customer call email:),68,0
4764,0,text way cup stop work. And BUS,31,0
4765,0,Whens radio show?,17,0
4766,1,Your unique user ID 1172. For removal send STOP 87239 customer services 08708034412,83,20
4767,0,I'm sure still available though,31,0
4768,0,watever reLation u built dis world thing remains atlast iz lonlines lotz n lot memories! feeling..,98,0
4769,0,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,62,0
4770,0,Hi..i got money da:),20,0
4771,0,"Hi, Mobile no. &lt;#&gt; added contact list www.fullonsms.com It great place send free sms people For visit fullonsms.com",121,0
4772,0,Ok u tell wat time u coming later lor.,38,0
4773,0,U repeat e instructions again. Wat's e road name ur house?,58,0
4774,0,"So many people seems special first sight, But remain special till last sight.. Maintain till life ends.. Sh!jas",111,0
4775,0,Quite lor. But dun tell wait get complacent...,46,0
4776,0,Sorry completely forgot * pop em round week still here?,55,0
4777,0,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,87,0
4778,0,O cant see join denis mina? Or denis want alone time,52,0
4779,0,Sen told going join uncle finance cbe,37,0
4780,0,Yup... Hey one day fri ask miwa jiayin take leave go karaoke,60,0
4781,0,"Call me, senthil hsbc.",22,0
4782,0,"Especially since talk boston personal statement, lol! I woulda changed realized said nyc! It says boston now.",109,0
4783,0,Indeed way either - !,21,0
4784,1,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",144,27
4785,0,Holy living christ taking long,30,0
4786,0,ÌÏ thk wat eat tonight.,23,0
4787,0,"Thanx. Yup coming back sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly mth today. Hope we'll haf many mths come...",141,2
4788,0,We're opposite side dropped,27,0
4789,0,Yup. Izzit still raining heavily cos i'm e mrt can't c outside.,63,0
4790,0,Send resume:-),14,0
4791,0,Gd luck 4 ur exams :-),22,1
4792,0,Or u ask next sat not. If make i'm ok lor.,42,0
4793,0,Sorry uncle. I.ll keep touch,28,0
4794,0,Saw Guys Dolls last night Patrick Swayze great,46,0
4795,1,URGENT This 2nd attempt contact U. Your å£900 prize YESTERDAY still awaiting collection. To claim CALL NOW 09061702893,118,15
4796,1,Santa calling! Would little ones like call Santa Xmas Eve? Call 09077818151 book time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,139,17
4797,0,Just come home. I want u miserable,34,0
4798,0,I dont know she.s getting messages,34,0
4799,0,"cool tyler take we're gonna buy drop place later tonight. Our total order quarter, got enough?",94,0
4800,0,"The guy car shop flirting got phone number paperwork called texted me. I'm nervous course may address. Should call boss tell him, knowing may get fired?",152,0
4801,0,Reverse cheating. That mathematics.,35,0
4802,0,How plan manage,15,0
4803,0,"Er, hello, things didnÛ÷t quite go plan ÛÒ limping slowly home followed aa exhaust hanging",92,0
4804,0,Sorry delay. Yes masters,24,0
4805,0,Call u finish come n pick u.,28,0
4806,1,PRIVATE! Your 2004 Account Statement 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,149,36
4807,0,What's oga. Left phone home saw ur messages. Hope good. Have great weekend.,75,0
4808,0,"Don't worry though, I understand important I put place poorly thought punishment face worst thing ever happened me. Brb gonna go kill",133,0
4809,0,"Honey, pls find much sell Predicte Nigeria. And many times used. Its important reply monday",91,0
4810,0,E admin building there? I might b slightly earlier... I'll call u i'm reaching...,81,0
4811,0,"fyi I'm usf now, swing room whenever",36,0
4812,0,call &lt;#&gt; min thats ok,27,0
4813,0,Ummmmmaah Many many happy returns day dear sweet heart.. HAPPY BIRTHDAY dear,76,0
4814,0,ÌÏ home work meh...,19,0
4815,0,Anything valuable 2 situations: First- Before getting it... Second- After loosing it...,87,1
4816,0,Me too. Mark taking forever pick prescription pain coming back.,63,0
4817,0,How's ur paper?,15,0
4818,0,Got smaller capacity one? Quite ex...,37,0
4819,1,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,69,0
4820,0,Im good! I thinking you...,26,0
4821,1,u r winner U ave specially selected 2 receive å£1000 cash 4* holiday (flights inc) speak live operator 2 claim 0871277810710p/min (18 ),135,22
4822,0,:-) :-),7,0
4823,0,Not thought bout it... || Drink tap & spile seven. || Is pub gas st broad st canal. || Ok?,90,0
4824,0,I going sleep. I tired travel.,30,0
4825,0,"Haha, I thinkin",15,0
4826,0,Yup giving problems mayb i'll jus leave it...,45,0
4827,0,Lol no. Just trying make day little interesting,47,0
4828,0,"How long get reply, defer admission til next semester",53,0
4829,0,"The word \Checkmate\"" chess comes Persian phrase \""Shah Maat\"" means; \""the king dead..\"" Goodmorning.. Have good day..:)""",122,0
4830,0,Po de :-):):-):-):-). No need job aha.,38,0
4831,0,Rats. Hey u ever vote next themes?,34,0
4832,1,"New Mobiles 2004, MUST GO! Txt: NOKIA No: 89545 & collect today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",139,28
4833,0,I hope pee burns tonite.,24,0
4834,0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",121,2
4835,0,Yay can't wait party together!,30,0
4836,0,....photoshop makes computer shut down.,39,0
4837,0,All boys made fun today. Ok problem. I sent one message fun,59,0
4838,0,That's one issues california okay. No snow manageable,53,0
4839,1,PRIVATE! Your 2003 Account Statement shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,131,28
4840,0,"Hmmm.... Mayb try e shoppin area one, forgot e name hotel...",60,0
4841,0,"Awesome, gonna soon later tonight?",34,0
4842,0,I need details online job.,26,0
4843,1,YOU HAVE WON! As valued Vodafone customer computer picked YOU win å£150 prize. To collect easy. Just call 09061743386,117,14
4844,0,Missing too.pray inshah allah,29,0
4845,0,Pls help tell Ashley cant find number oh,40,0
4846,0,I escape theatre now. . Going watch KAVALAN minutes,51,0
4847,0,S.this increase chance winning.,31,0
4848,0,either way works me. I &lt;#&gt; years old. Hope doesnt bother you.,67,0
4849,0,Maybe find something else instead???,36,0
4850,0,Gain rights wife.dont demand it.i trying husband too.Lets see,61,0
4851,0,I liked new house,17,0
4852,0,I'm fine. Hope also,19,0
4853,0,"Also north carolina texas atm, would go gre site pay test results sent.",71,0
4854,0,Same u...,9,0
4855,0,yes baby! I need stretch open pussy!,36,0
4856,0,Thanks ! Or bomb date phone wanted say!,39,0
4857,0,Ok...,5,0
4858,0,"Hey, guy I know breathing neck get bud, anyway able get half track usf tonight?",79,0
4859,0,"\Response\"" one powerful weapon 2 occupy place others 'HEART'... So",67,1
4860,0,Nokia phone lovly..,19,0
4861,1,**FREE MESSAGE**Thanks using Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,148,18
4862,1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min landlines!,85,13
4863,0,Sorry da..today wont come play..i driving clas..,48,0
4864,0,I'm really sorry I lit hair fire,32,0
4865,0,"Oh! Shit, I thought trip! Loooooool ... That makes SO much sense ... *grins* sofa reference ... The \sleep couch\"" link sent ... Wasn't went trip ? Oh ... And babe go celebration rents?""",186,0
4866,0,Okey dokey swashbuckling stuff oh.,34,0
4867,0,"Watching cartoon, listening music &amp; eve go temple &amp; church.. What u?",76,0
4868,0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face &lt;#&gt; .joker face.,157,9
4869,0,Dip's cell dead. So coming him. U better respond else shall come back.,70,0
4870,0,Well. You know mean. Texting,28,0
4871,0,Hi dis yijue would happy work wif Ì_ gek1510...,47,4
4872,0,Lol! Oops sorry! Have fun.,26,0
4873,0,Wat happened cruise thing,25,0
4874,0,"I know dat feelin Pete! Wuld get em , nuther place nuther time mayb?",68,0
4875,1,lyricalladie(21/F) inviting friend. Reply YES-910 NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND 62468,114,13
4876,0,The world's happiest frnds never characters... Dey best understanding differences...,84,0
4877,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 87575. 1st Tone FREE ! get txtin tell ur friends. 150p/tone. 16 reply HL 4info,133,15
4878,0,Yeah open chat click friend lists. Then make list. Easy pie,59,0
4879,0,alright tyler's got minor crisis home sooner thought asap,57,0
4880,0,When/where I pick,17,0
4881,0,As usual u call ard 10 smth.,28,2
4882,0,"New Theory: Argument wins SITUATION, loses PERSON. So dont argue ur friends just.. . . . kick &amp; say, I'm always correct.!",125,0
4883,0,For many things antibiotic used chest abdomen gynae infections even bone infections.,84,0
4884,0,Poor girl can't go one day lmao,31,0
4885,0,Or 6times,9,1
4886,1,Todays Vodafone numbers ending 4882 selected receive å£350 award. If number matches call 09064019014 receive å£350 award.,121,21
4887,0,You pls make note she.s exposed to. Also find school anyone else vomiting. Is dog cat house? Let know later.,108,0
4888,0,"Japanese Proverb: If one Can it, U Can it, If none Can it,U must Indian version: If one Can it, LET HIM DO it.. If none Can it,LEAVE it!! And finally Kerala version: If one it, Stop it.. If none it, Make strike ...",214,0
4889,0,Sounds like could lot time spent chastity device boy ... *grins* ... Or take beatings like good dog. Going lounge nice long bath ?,130,0
4890,0,Its worse uses half way stops. Its better complete it.,54,0
4891,0,Miserable. They tell u side effects birth control massive gut wrenching cramps first 2 months. I sleep last night.,114,1
4892,0,Send new number,15,0
4893,0,Convey regards,14,0
4894,1,Want latest Video handset? 750 anytime network mins? Half price line rental? Reply call 08000930705 delivery tomorrow,117,14
4895,0,2 half years missed friendship:-),33,1
4896,0,I cant pick phone right now. Pls send message,45,0
4897,0,Oh fuck's sake like tallahassee,31,0
4898,0,"Haha, first person I gonna ask",30,0
4899,1,"ou guaranteed latest Nokia Phone, 40GB iPod MP3 player å£500 prize! Txt word: COLLECT No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",128,18
4900,0,Taka lor. Wat time u wan 2 come n look 4 us?,44,2
4901,1,* FREE* POLYPHONIC RINGTONE Text SUPER 87131 get FREE POLY TONE week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,116,16
4902,0,"\I;m reaching another 2 stops.\""""",33,1
4903,0,"no, *didn't* mean post it. I wrote it, like many times i've ritten stuff you, let sit there. WAS feeling time. I angry. Before left, hit send, stop. It there. I checked phone got car. It there. You said sleep, bored. So THAT time clean, fold laundry, etc.? At least make bed?",275,0
4904,1,Warner Village 83118 C Colin Farrell SWAT wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,173,11
4905,0,Will come online today night,28,0
4906,0,Then anything special?,22,0
4907,0,"I'm solihull, | want anything?",30,0
4908,0,Will do. Have good day,22,0
4909,0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,160,3
4910,0,Love holiday Monday feeling even I go dentists hour,51,0
4911,0,I way tirupur.,14,0
4912,1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores simple shot 6 yards pass Bergkamp give Arsenal 2 goal margin 78 mins.",122,7
4913,0,You've already got flaky parent. It'snot supposed child's job support parent...not they're The Ride age anyway. I'm supposed support you. And i've hurt you. unintentional. But hurt nonetheless.,193,0
4914,0,We took hooch walk toaday fell over! Splat! Grazed knees everything! Should stayed home! See tomorrow!,102,0
4915,0,"Just dropped em off, omw back",29,0
4916,1,"This 2nd time tried 2 contact u. U 750 Pound prize. 2 claim easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",122,19
4917,0,Sitting mu waiting everyone get suite I take shower,51,0
4918,0,Re call; You see facebook huh?,30,0
4919,0,"G says never answer texts, confirm/deny",39,0
4920,0,"Its common hearin How r u? Wat r u doing? How ur day? So let ask u something different. Did u smile today? If not, now.... Gud evng.",132,0
4921,0,Hi Dear Call urgnt. I know whats problem. You want work problem least tell me. Wating reply.,92,0
4922,0,Oh yah... We never cancel leh... Haha,37,0
4923,0,We go 4 e normal pilates intro...,33,1
4924,0,Ok... Let u noe leave house.,28,0
4925,0,"Oh yes, like torture watching england?",38,0
4926,0,Wanna art?! :D,14,0
4927,0,Just hopeing wasnÛ÷t pissed remember gone sisters something!,61,0
4928,1,"Got takes 2 take part WRC Rally Oz? U Lucozade Energy! Text RALLY LE 61200 (25p), see packs lucozade.co.uk/wrc & itcould u!",123,8
4929,1,"Hi, SEXYCHAT girls waiting text them. Text great night chatting. send STOP stop service",87,0
4930,0,"Good morning, boytoy! How's yummy lips ? Where's sexy buns ? What ? Do think ? Do crave ? Do need ?",99,0
4931,0,Match started.india &lt;#&gt; 2,31,1
4932,0,Once free call sir.,19,0
4933,0,Hey want anything buy:),23,0
4934,0,"Hey babe, how's going ? Did ever figure going New Years ?",57,0
4935,0,K..k.:)congratulation ..,24,0
4936,0,G wants know fuck,17,0
4937,0,No cancelled yeah baby! Well sounds important understand darlin give ring later fone love Kate x,96,0
4938,0,Tomarrow want got court. At &lt;DECIMAL&gt; . So come bus stand 9.,66,1
4939,0,ÌÏ go home liao? Ask dad pick 6...,34,1
4940,0,Omg make wedding chapel frontierville? Why get good stuff?,58,0
4941,0,"I'm eatin lor, goin back work soon... E mountain deer show huh... I watch b4 liao, nice...",90,1
4942,0,Check mail.i mailed varma kept copy regarding membership.take care.insha allah.,79,0
4943,0,Wrong phone! This phone! I answer one assume people well,56,0
4944,0,"Anyway I think I secure anything here, lemme know want drive south chill",72,0
4945,0,I'm already back home probably,30,0
4946,1,Great News! Call FREEFONE 08006344447 claim guaranteed å£1000 CASH å£2000 gift. Speak live operator NOW!,104,19
4947,1,"Hi Amy, sending free phone number couple days, give access adult parties...",75,0
4948,0,I bus way calicut,17,0
4949,0,Hi probably much fun get message thought id txt u cos im bored! james farting night,83,0
4950,0,hi baby im sat bloody bus mo wont home 7:30 wanna somethin later? call later ortxt back jess xx,95,3
4951,1,"Welcome Select, O2 service added benefits. You call specially trained advisors FREE mobile dialling 402.",104,4
4952,0,I lost 4 pounds since doc visit last week woot woot! Now I'm gonna celebrate stuffing face!,91,1
4953,0,U coming back 4 dinner rite? Dad ask confirm wif u...,53,1
4954,0,Doing masters. When buy bb cos sale how's bf,44,0
4955,0,"Ahhhh...just woken up!had bad dream u tho,so dont like u right :) didnt know anything comedy night guess im it.",111,0
4956,0,I'm vivek:)i got call number.,29,0
4957,0,Why u call lunch?,17,0
4958,0,"What mean left early check, cos i'm working 9-6.",48,2
4959,0,I want &lt;#&gt; rs da:)do it?,30,0
4960,0,"A bit Ur smile hppnss, drop Ur tear sorrow, part Ur heart life, heart like mine wil care U, forevr GOODFRIEND",109,0
4961,0,Yup ok...,9,0
4962,0,I want see pretty pussy...,26,0
4963,1,Dear Voucher holder Have next meal us. Use following link pc 2 enjoy 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,131,5
4964,0,"A people game, I'm mall iouri kaila",35,0
4965,1,URGENT! We trying contact U. Todays draw shows å£2000 prize GUARANTEED. Call 09058094507 land line. Claim 3030. Valid 12hrs,123,21
4966,1,You donate å£2.50 UNICEF's Asian Tsunami disaster support fund texting DONATE 864233. å£2.50 added next bill,108,12
4967,0,Future planned tomorrow.....! result today...! Do best present... enjoy future.,79,0
4968,0,I cme want go hos 2morow. After wil cme. This got dear do. She didnt say time,77,1
4969,0,We supposed meet discuss abt trip... Thought xuhui told you? In afternoon. Thought go lesson,92,0
4970,0,Hey come online! Use msn... We,30,0
4971,0,I'm fine. Hope good. Do take care.,34,0
4972,0,Oops I shower u called. Hey parking garage collapsed university hospital. See I'm crazy. Stuff like DOES happen.,112,0
4973,0,Aiyo u poor thing... Then u dun wan 2 eat? U bathe already?,59,1
4974,0,Yar... I tot u knew dis would happen long ago already.,54,0
4975,0,You gorgeous! keep pix cumming :) thank you!,44,0
4976,0,"A boy late 2 home. His father: \POWER OF FRNDSHIP\""""",52,1
4977,0,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,90,2
4978,0,Spending new years brother family. Lets plan meet next week. Are ready spoiled? :),82,0
4979,0,So u today?,11,0
4980,0,I said okay. Sorry,18,0
4981,0,Slept? I thinkThis time ( &lt;#&gt; pm) dangerous,49,0
4982,0,Networking job there.,21,0
4983,1,goldviking (29/M) inviting friend. Reply YES-762 NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND 62468,115,13
4984,0,Dont let studying stress out. L8r.,34,1
4985,0,That's u haf 2 keep busy...,27,1
4986,0,No rushing. I'm working. I'm school rush go hungry.,51,0
4987,0,Which channel:-):-):):-).,25,0
4988,0,So telling I coulda real Valentine I wasn't? U never pick NOTHING!!,67,0
4989,1,Phony å£350 award - Todays Voda numbers ending XXXX selected receive å£350 award. If match please call 08712300220 quoting claim code 3100 standard rates app,157,21
4990,0,"We made it! Eta taunton 12:30 planned, hope thatÛ÷s still okday?! Good see you! :-xx",85,4
4991,0,I'm hungry buy smth home...,27,0
4992,0,\HEY KATE,9,0
4993,0,My drive read. I need write,27,0
4994,0,"Just looked addie goes back Monday, sucks",41,0
4995,0,Happy new year. Hope good semester,34,0
4996,0,Esplanade lor. Where else...,28,0
4997,0,Can talk me..,13,0
4998,0,"Hmph. Go head, big baller.",26,0
4999,0,Well like actually called someone punto. That woulda worse.,59,0
5000,0,"Nope. Since ayo travelled, forgotten guy",40,0
5001,0,You still around? Looking pick later,36,0
5002,1,CDs 4u: Congratulations ur awarded å£500 CD gift vouchers å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC 87066 TnCs www.ldew.com1win150ppmx3age16,159,23
5003,0,There's someone year &lt;#&gt; toyota camry like mr olayiwola's own. Mileage &lt;#&gt; k.its clean need know much sell for. If raise dough soon landing sell. Holla back.,169,0
5004,0,Guess pub im in? Im happy pig clover whatever saying is!,56,0
5005,0,ILL B DOWN SOON,15,0
5006,0,Oh k. . I come tomorrow,23,0
5007,0,Go fool dont cheat others ok,28,0
5008,0,"My mobile number.pls sms ur mail id.convey regards achan,amma.Rakhesh.Qatar",75,0
5009,0,"By way, 'rencontre' meet again. Mountains dont....",50,0
5010,1,You WON guaranteed å£1000 cash å£2000 prize. To claim yr prize call customer service representative 08714712412 10am-7pm Cost 10p,129,24
5011,0,U attend ur driving lesson many times wk n day?,47,0
5012,0,"Uncle G, checking you. Do rewarding month",41,0
5013,0,Hello boytoy ! Geeee ... I'm missing today. I like send tm remind I'm thinking ... And loved ... *loving kiss*,110,0
5014,0,I think two still need get cash def ready 9,43,1
5015,0,Hey gals...U wanna meet 4 dinner nÌÂte?,39,1
5016,1,Dear 0776xxxxxxx U've invited XCHAT. This final attempt contact u! Txt CHAT 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,133,20
5017,0,Babe ! What ? Where ? Who talking ? Do think ? Are good boy? Are missing me? Do love ?,86,0
5018,0,Great! How office today?,24,0
5019,0,"It's cool, last little while. Getting time soon?",48,0
5020,0,:-( sad puppy noise,19,0
5021,0,Yes possible dint try. Pls dont tell one k,42,0
5022,0,Anyway holla whenever around I need excuse go creep people sarasota,67,0
5023,0,Where you. What happen,22,0
5024,0,I gonna ask lol think 7,23,1
5025,1,Ur cash-balance currently 500 pounds - maximize ur cash-in send GO 86688 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,128,28
5026,1,PRIVATE! Your 2003 Account Statement shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,129,27
5027,0,Go chase run crossing street,28,0
5028,1,I'd like tell deepest darkest fantasies. Call 09094646631 60p/min. To stop texts call 08712460324 (nat rate),108,24
5029,0,Is coming friday leave pongal?do get news work place.,53,0
5030,0,Hey... Very inconvenient sis huh?,33,0
5031,0,Ok vl..do u know got adsense approved..,39,0
5032,0,"* Was really good see day dudette, missing you!",47,0
5033,0,I want go perumbavoor,21,0
5034,0,How many times told stage use laugh. You listen aha.,52,0
5035,1,You believe true. It's Incredible Txts! Reply G learn truly amazing things blow mind. From O2FWD 18p/txt,104,3
5036,0,(You hear me),13,0
5037,0,Thanks talk saturday. You dear me. I cherish brother role model.,64,0
5038,0,Pls clarify back open return ticket preponed go back kerala.,60,0
5039,1,Natalie (20/F) inviting friend. Reply YES-165 NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND 62468,112,15
5040,0,She ran younger man. make pretty babies together :),51,0
5041,1,Jamster! To get free wallpaper text HEART 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,101,18
5042,0,O ic lol. Should play 9 doors sometime yo,41,1
5043,0,"Dunno, dad said coming home 2 bring us 4 lunch. Yup go w u lor. I call u reach school lor...",92,2
5044,0,"We sent JD Customer Service cum Accounts Executive ur mail id, For details contact us",85,0
5045,0,Desires- u going doctor 4 liver. And get bit stylish. Get ur hair managed. Thats it.,84,1
5046,0,Hmmm.still dont opener?,23,0
5047,0,Yeah basically time next week get away mom &amp; get 3,54,1
5048,0,"Edison rightly said, \A fool ask questions wise man answer\"" Now know us speechless ViVa.. GM",93,0
5049,0,I vote wherever heart guides,28,0
5050,0,With sis lor... We juz watched italian job.,43,0
5051,0,"Tick, tick, tick .... Where ? I could die loneliness know ! *pouts* *stomps feet* I need ...",92,0
5052,0,Lmao know well...,17,0
5053,1,Double Mins & Double Txt & 1/2 price Linerental Latest Orange Bluetooth mobiles. Call MobileUpd8 latest offers. 08000839402 call2optout/LF56,140,17
5054,0,Am train back northampton i'm afraid not! I'm staying skyving today ho ho! Will around wednesday though. Do fancy comedy club week way?,135,0
5055,0,Goodnight da thangam I really miss u dear.,42,0
5056,0,Hey next sun 1030 there's basic yoga course... bugis... We go that... Pilates intro next sat.... Tell time r free,113,4
5057,0,"Geeeee ... Your internet really bad today, eh ?",47,0
5058,1,Free video camera phones Half Price line rental 12 mths 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 Call2OptOut/674,129,24
5059,0,I think disturbing da,21,0
5060,0,"Sorry, I'll call later. I meeting sir.",38,0
5061,0,Havent stuck orchard dad's car. Going 4 dinner now. U leh? So r free tonight?,77,1
5062,0,Ok also wan 2 watch e 9 pm show...,34,2
5063,0,I dunno lei... Like dun haf...,30,0
5064,0,But brother transfered &lt;#&gt; + &lt;#&gt; . Pa.,50,0
5065,0,I calls later. Afternoon onwords mtnl service get problem south mumbai. I hear cann't listen me.,96,0
5066,1,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim mustprovide claim number 15541,113,19
5067,0,Talk g x,8,0
5068,0,Hai dear friends... This new &amp; present number..:) By Rajitha Raj (Ranju),76,0
5069,1,5p 4 alfie Moon's Children need song ur mob. Tell ur m8s. Txt Tone charity 8007 Nokias Poly charity polys: zed 08701417012 profit 2 charity.,140,19
5070,0,As different styles?,20,0
5071,1,WIN å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,132,26
5072,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,53,1
5073,0,I want sent &lt;#&gt; mesages today. Thats y. Sorry hurts,57,0
5074,1,"This 2nd attempt contract U, weeks top prize either å£1000 cash å£200 prize. Just call 09066361921",98,19
5075,0,"Well, i'm glad find totally disagreeable ... Lol",48,0
5076,0,"Guy, flash now. If go call me, call me. How madam. Take care oh.",64,0
5077,1,Do want New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes mobile + 100 free texts + Free Camcorder reply call 08000930705.,142,21
5078,0,Mark works tomorrow. He gets 5. His work house meet u afterwards.,65,1
5079,0,\Keep ur problems ur heart,26,0
5080,0,"Yeah, give call got minute",26,0
5081,0,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,119,1
5082,0,Amazing : If rearrange letters gives meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),234,0
5083,0,Aiya discuss later lar... Pick Ì_ 4 it?,39,1
5084,0,Hey happy birthday...,21,0
5085,0,Sorry missed call. Can please call back.,40,0
5086,0,Omg one thing another. My cat worms :/ bad day end?,51,0
5087,0,"Good morning, im suffering fever dysentry ..will able come office today.",72,0
5088,0,I wont anything de.,19,0
5089,0,What type stuff sing?,21,0
5090,0,"St andre, virgil's cream",24,0
5091,0,No no. I check rooms befor activities,37,0
5092,0,"My fri ah... Okie lor,goin 4 drivin den go shoppin tt...",56,1
5093,0,Gokila talking aha:),20,0
5094,0,"Hi Shanil,Rakhesh here.thanks,i exchanged uncut diamond stuff.leaving back. Excellent service Dino Prem.",104,0
5095,0,K.k.this month kotees birthday know?,36,0
5096,0,But i'm really really broke oh. No amount small even &lt;#&gt;,62,0
5097,0,Sorry mates phone didnt write love Kate,39,0
5098,1,"TheMob>Hit link get premium Pink Panther game, new no. 1 Sugababes, crazy Zebra animation badass Hoody wallpaper-all 4 FREE!",124,2
5099,0,"Ah, well confuses things, doesnt it? I thought friends now. Maybe wrong thing already sort invited -tho may come cos money.",123,0
5100,0,"Aight, call close",17,0
5101,0,Nope thats fine. I might nap tho!,33,0
5102,1,This msg mobile content order It resent previous attempt failed due network error Queries customersqueries@netvision.uk.com,123,0
5103,0,In news hassling get weed week andres money. HAUGHAIGHGTUJHYGUJ,63,0
5104,0,"A Boy loved gal. He propsd bt didnt mind. He gv lv lttrs, Bt frnds threw thm. Again boy decided 2 aproach gal , dt time truck speeding towards gal. Wn 2 hit girl,d boy ran like hell n saved her. She asked 'hw cn u run fast?' D boy replied \Boost secret energy\"" n instantly girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral story:- I hv free msgs:D;): gud ni8""",392,4
5105,0,I wnt buy BMW car urgently..its vry urgent.but hv shortage &lt;#&gt; Lacs.there source arng dis amt. &lt;#&gt; lacs..thats prob,127,0
5106,0,Ding ya break fassyole! Blacko londn,36,0
5107,0,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,57,2
5108,0,"The sign maturity start saying big things.. But actually is, start understanding small things... *HAVE A NICE EVENING* BSLVYL",125,0
5109,0,Oh got many responsibilities.,29,0
5110,1,You 1 new message. Please call 08715205273,42,12
5111,0,I've reached sch already...,27,0
5112,1,December only! Had mobile 11mths+? You entitled update latest colour camera mobile Free! Call The Mobile Update VCo FREE 08002986906,132,13
5113,0,U definitely need module e humanities dis sem izzit? U wan 2 take modules 1st?,78,2
